DigitalPrice;0.013513
Deutsche eMark;0.004738
Zetacoin;0.002148
Monero;0.46576
Nxt;0.017704
Rubycoin;0.00209
Anoncoin;0.218742
MintCoin;6e-06
AsiaCoin;0.000149
Stealth;0.008391
GCN Coin;7e-08
Motocoin;0.000612
42-coin;1712.63
PetroDollar;0.000176
BlueCoin;9.6e-05
Zeitcoin;2e-06
Bullion;0.060056
MaxCoin;0.00708
Quark;0.005498
WorldCoin;0.007423
SuperCoin;0.002231
Ixcoin;0.028061
BunnyCoin;1.4e-07
NobleCoin;3.9e-05
Trollcoin;3e-06
Carboncoin;3e-06
TeslaCoin;0.000525
Cryptonite;0.000399
e-Gulden;0.006754
Bitcoin;314.25
Bitswift;0.049404
Pesetacoin;0.000603
Orbitcoin;0.01746
Photon;2.7e-07
I0Coin;0.018691
FlutterCoin;0.000242
Syscoin;0.00051
Truckcoin;0.000399
Bitmark;0.163269
TagCoin;0.024831
Canada eCoin;3e-06
Opal;0.016871
bitBTC;318.47
BitBar;1.15
Phoenixcoin;0.000332
Digitalcoin;0.009786
Triangles;0.083571
Groestlcoin;0.000239
Megacoin;0.018665
Freicoin;0.001827
Bitcoin Fast;0.006285
BritCoin;0.000165
Dash;1.94
NuShares;0.006819
Startcoin;0.017441
Gapcoin;0.006162
UltraCoin;0.015964
Piggycoin;2.2e-05
Blakecoin;0.001865
Joulecoin;0.000289
Bitcoin Scrypt;0.000399
Fastcoin;0.000173
Emerald Crypto;0.000475
Magi;0.024334
SpreadCoin;0.094297
PayCoin;7.78
Bitstar;0.003167
Titcoin;0.001124
Nyancoin;1.5e-05
Rimbit;0.009427
LiteBar;0.08486
Joincoin;0.00275
SmartCoin;0.000497
Halcyon;0.001572
Cashcoin;0.000317
TEKcoin;0.00944
Mincoin;0.00474
Coin(O);2.2e-05
TittieCoin;2.5e-05
BlazeCoin;3e-06
BoostCoin;0.013561
Quatloo;0.008188
GrandCoin;3.1e-05
Coin2.1;0.000118
GlobalBoost-Y;0.001006
SecureCoin;0.018056
Peercoin;0.583761
Datacoin;0.009991
RonPaulCoin;0.029891
Quebecoin;0.000639
RedCoin;0.000342
Acoin;0.013202
Polcoin;0.000251
Virtacoin;3e-06
Emercoin;0.006388
BitQuark;0.001423
PLNcoin;0.000314
Prime-XI;0.000707
Vertcoin;0.019111
Einsteinium;0.000297
Infinitecoin;4e-06
Burst;0.000535
Mooncoin;5.9e-07
CoffeeCoin;9e-06
RabbitCoin;1.6e-07
XRP;0.02439
BetaCoin;0.000424
Quotient;0.005279
Storjcoin X;0.046244
Ubiq;0.009509
bitCNY;0.162797
Unobtanium;1.9
NavCoin;0.000796
WhiteCoin;0.000252
Dogecoin;0.000183
Gulden;0.001511
DigitalNote;6.8e-05
BitBay;0.000201
