Deutsche eMark;0.288041
Zetacoin;0.040113
Nxt;0.070191
Anoncoin;4.64
Bullion;1.99
Quark;0.113404
WorldCoin;0.47698
Ixcoin;0.126456
Orbitcoin;0.176643
I0Coin;0.03506
TagCoin;0.751706
BitBar;42.77
Phoenixcoin;0.027477
Digitalcoin;0.285364
Megacoin;0.850083
Freicoin;0.079454
Joulecoin;0.044842
Fastcoin;0.022116
Mincoin;0.505647
GrandCoin;0.002075
Peercoin;5.74
Datacoin;0.409729
Bitcoin;771.4
Infinitecoin;0.000102
XRP;0.026944
BetaCoin;0.075597
Unobtanium;6.48
Dogecoin;0.00044
Primecoin;3.35
CasinoCoin;0.037043
Namecoin;5.63
Feathercoin;0.354844
Diamond;1.67
FLO;0.018192
Omni;156.2
Novacoin;14.04
Litecoin;24.62
FedoraCoin;4e-06
GoldCoin;0.054438
Terracoin;0.50141
Argentum;0.339316
Deutsche eMark;0.297695
Zetacoin;0.037744
Nxt;0.07367
Anoncoin;5.09
Bullion;2.25
Quark;0.113915
WorldCoin;0.489169
Ixcoin;0.126754
Orbitcoin;0.178131
I0Coin;0.038105
TagCoin;0.778326
BitBar;44.13
Phoenixcoin;0.028918
Digitalcoin;0.268624
Megacoin;0.830883
Freicoin;0.086658
Joulecoin;0.04702
Fastcoin;0.022499
Mincoin;0.485871
GrandCoin;0.00215
Peercoin;7.47
Datacoin;0.485446
Bitcoin;802.39
Infinitecoin;9.2e-05
XRP;0.028726
BetaCoin;0.069005
Unobtanium;5.82
Dogecoin;0.000353
Primecoin;4.22
CasinoCoin;0.034174
Namecoin;7.74
Feathercoin;0.441314
Diamond;1.76
FLO;0.019
Omni;143.66
Novacoin;17.47
Litecoin;25.76
FedoraCoin;4e-06
GoldCoin;0.053648
Terracoin;0.641912
Argentum;0.317987
Deutsche eMark;0.209183
Zetacoin;0.036343
Nxt;0.060361
Anoncoin;5.73
Bullion;2.21
Quark;0.10234
WorldCoin;0.486311
Ixcoin;0.119738
Orbitcoin;0.16399
I0Coin;0.047117
TagCoin;0.78679
BitBar;46.01
Phoenixcoin;0.027746
Digitalcoin;0.270758
Megacoin;0.81872
Freicoin;0.082707
Joulecoin;0.044211
Fastcoin;0.022801
Mincoin;0.646781
GrandCoin;0.001932
Peercoin;7
Datacoin;0.380738
Bitcoin;818.72
Infinitecoin;9.1e-05
XRP;0.027627
BetaCoin;0.07623
Unobtanium;5.91
Dogecoin;0.000303
Primecoin;4.38
CasinoCoin;0.036196
Namecoin;7.35
Feathercoin;0.40936
Diamond;1.73
FLO;0.019461
Omni;150.29
Novacoin;16.22
Litecoin;24.82
FedoraCoin;2e-06
GoldCoin;0.053045
Terracoin;0.597666
Argentum;0.302869
Deutsche eMark;0.215754
Zetacoin;0.034982
Nxt;0.063287
Anoncoin;6.2
Bullion;2.05
Quark;0.096016
WorldCoin;0.462752
Ixcoin;0.120117
Orbitcoin;0.163917
I0Coin;0.033358
TagCoin;0.822585
BitBar;46.56
Phoenixcoin;0.024943
Digitalcoin;0.278481
Megacoin;0.84189
Freicoin;0.08681
Joulecoin;0.042984
Fastcoin;0.022021
Mincoin;0.730618
GrandCoin;0.001367
Peercoin;7.23
Datacoin;0.396346
Bitcoin;859.51
Infinitecoin;8.3e-05
XRP;0.028129
