DigitalPrice;5.2e-05
Deutsche eMark;0.004528
Zetacoin;0.001738
Bitzeny;5.6e-05
Monero;0.497867
Nxt;0.006678
SOILcoin;0.003861
Save and Gain;0.000139
Rubycoin;0.138208
Anoncoin;0.132678
Dotcoin;5.9e-05
MintCoin;2.9e-05
AsiaCoin;0.000459
Stealth;0.003688
GCN Coin;9e-08
42-coin;744.79
PetroDollar;3e-05
BlueCoin;2.6e-05
Elite;1.3e-05
Zeitcoin;6e-06
Bullion;0.250535
OBITS;0.065388
LiteDoge;4e-06
MaxCoin;0.005072
Manna;0.000243
Quark;0.002581
WorldCoin;0.005908
SuperCoin;0.000404
SounDAC;0.000834
Ixcoin;0.049054
BunnyCoin;8.3e-08
NobleCoin;2.6e-05
Trollcoin;3.5e-05
Carboncoin;4e-06
TeslaCoin;0.000282
Cryptonite;0.000215
e-Gulden;0.023036
Bitswift;0.021262
Pesetacoin;0.000113
SmileyCoin;4e-06
Orbitcoin;0.052564
Kobocoin;0.002261
Photon;1.1e-07
I0Coin;0.040555
FujiCoin;1.4e-05
bitSilver;13.74
FlutterCoin;1e-04
Syscoin;0.000447
Truckcoin;0.000753
Bitmark;0.026543
TagCoin;0.040222
Canada eCoin;0.000647
Opal;0.002403
bitBTC;433.1
Advanced Internet Blocks;0.001429
bitGold;1058.12
BitBar;1.65
Phoenixcoin;1e-04
PopularCoin;5e-06
Crave;0.003259
Adzcoin;0.035203
IncaKoin;4e-06
Digitalcoin;0.009494
Bata;0.003324
Triangles;0.265898
bitEUR;1.08
Groestlcoin;0.000903
Megacoin;0.01809
Freicoin;0.000757
Bitcoin Fast;0.000456
NuShares;0.003662
Startcoin;0.042022
Gapcoin;0.000812
Bitcoin;434.33
UltraCoin;0.000892
Piggycoin;2.7e-05
Dash;3.38
Synergy;0.024701
Blakecoin;0.000925
Joulecoin;0.000174
Bitcoin Scrypt;0.000282
Unitus;0.00013
Fastcoin;0.000144
Emerald Crypto;0.000877
Magi;0.009246
